epoch,train_loss,val_loss,val_accuracy,val_f1_macro,val_precision,val_recall
1,1.6021133831569128,1.5170499407328093,0.5272727272727272,0.49408833872590086,0.5313630318762487,0.5273809523809525
2,1.4296282569130698,1.4128218522438636,0.5612121212121212,0.5514542131041392,0.5808794294843371,0.5615646258503402
3,1.3351579563958305,1.4149103852418752,0.566060606060606,0.5507889664810345,0.5994935794052138,0.5636054421768707
4,1.3014445029772246,1.3975085868285253,0.5745454545454546,0.5515610177410358,0.5875226094603049,0.5767006802721089
5,1.2401602490917667,1.4333634353601015,0.5818181818181818,0.5699408168049713,0.580932300115614,0.585204081632653
6,1.1988113483229836,1.4595670310350566,0.5927272727272728,0.5764714866249292,0.6227837176563994,0.5928571428571429
7,1.0936149456998805,1.42702317237854,0.5903030303030303,0.575964010674541,0.6065885378152631,0.5935374149659863
8,1.0286554071929428,1.4968400666346917,0.6012121212121212,0.5931505952775017,0.6216260423558825,0.6008503401360544
9,0.9624719082654177,1.4565545916557312,0.6,0.598426330050003,0.6136074607290911,0.6013605442176871
10,0.9231270938129216,1.5455030317489917,0.5709090909090909,0.5501664013995577,0.5927937451325852,0.5743197278911565
11,0.872415745651329,1.5045952475987947,0.6,0.5843793985751554,0.6063201136442338,0.6032312925170069
